species,date,hour,location,habitat,FU.category,year,quadrat.no.independency,nb.of.floral.units.in.buds,nb.of.opened.floral.units,nb.of.fruited.floral.units,nb.of.buds.per.opened.floral.unit,nb.of.opened.flowers.per.opened.floral.unit,nb.of.fruited.flowers.per.opened.floral.unit,nb.of.cross.points,vegetative.area,nb.of.opened.flowers.per.fu,nb.of.total.flowers.per.fu,nb.of.opened.flowers,nb.of.total.flowers,nb.of.opened.flowers.per.m2,nb.of.total.flowers.per.m2
Pastinaca sativa,25/09/2012,NA,st werberghs1,allotments,secondary umbel,2012,4,17,38,78,4,3,0,22,0.152777778,3,7,114,931,746.1818182,6093.818182
Pastinaca sativa,25/09/2012,NA,st werberghs2,allotments,secondary umbel,2012,1,56,54,97,5,2,10,24,0.166666667,2,17,108,3519,648,21114
Pastinaca sativa,25/09/2012,NA,st werberghs2,allotments,secondary umbel,2012,2,27,21,117,11,5,4,17,0.118055556,5,20,105,3300,889.4117647,27952.94118
Pastinaca sativa,25/09/2012,NA,st werberghs2,allotments,secondary umbel,2012,3,67,12,145,3,2,13,19,0.131944444,2,18,24,4032,181.8947368,30558.31579
Pastinaca sativa,25/09/2012,NA,st werberghs2,allotments,secondary umbel,2012,4,60,6,110,14,0,0,11,0.076388889,0,14,0,2464,0,32256
Persicaria maculosa,13/08/2012,12:40,clapton nature reserve,moorland,single spike,2012,1,0,2,0,73,37,0,10,0.069444444,37,110,74,220,1065.6,3168
Persicaria maculosa,13/08/2012,12:40,clapton nature reserve,moorland,single spike,2012,2,0,2,0,59,12,0,13,0.090277778,12,71,24,142,265.8461538,1572.923077
Persicaria maculosa,13/08/2012,12:40,clapton nature reserve,moorland,single spike,2012,3,1,3,0,31,25,0,6,0.041666667,25,56,75,224,1800,5376
Persicaria maculosa,13/08/2012,12:40,clapton nature reserve,moorland,single spike,2012,4,4,3,0,69,0,0,8,0.055555556,0,69,0,483,0,8694
Persicaria maculosa,13/08/2012,12:40,clapton nature reserve,moorland,single spike,2012,5,1,5,0,65,20,0,17,0.118055556,20,85,100,510,847.0588235,4320
Picris echioides,25/08/2011,10:00,ashton court,woodland carpark,single capitulum,2011,1,8,5,90,0,84,0,4,0.027777778,84,84,420,8652,15120,311472
Picris echioides,25/08/2011,10:00,ashton court,woodland carpark,single capitulum,2011,2,12,16,28,0,76,20,3,0.020833333,76,96,1216,5376,58368,258048
Picris echioides,25/08/2011,10:00,ashton court,woodland carpark,single capitulum,2011,3,14,7,34,14,70,40,6,0.041666667,70,124,490,6820,11760,163680
Picris echioides,25/08/2011,10:00,ashton court,woodland carpark,single capitulum,2011,4,10,20,32,12,72,20,3,0.020833333,72,104,1440,6448,69120,309504
Picris echioides,25/08/2011,10:00,ashton court,woodland carpark,single capitulum,2011,5,20,7,42,0,80,10,2,0.013888889,80,90,560,6210,40320,447120
Picris echioides,09/08/2011,NA,troopers hill,grassland park,single capitulum,2011,1,12,2,73,18,44,0,6,0.041666667,44,62,88,5394,2112,129456
Picris echioides,09/08/2011,NA,troopers hill,grassland park,single capitulum,2011,2,8,1,68,0,64,0,7,0.048611111,64,64,64,4928,1316.571429,101376
Pilosella officinarum,14/07/2011,10:30,troopers hill,dwarf shrub heath,single capitulum,2011,1,0,1,1,38,18,0,23,0.159722222,18,56,18,112,112.6956522,701.2173913
Pilosella officinarum,14/07/2011,10:30,troopers hill,dwarf shrub heath,single capitulum,2011,2,3,1,6,0,66,0,18,0.125,66,66,66,660,528,5280
Pilosella officinarum,14/07/2011,10:30,troopers hill,dwarf shrub heath,single capitulum,2011,3,0,1,0,0,78,0,6,0.041666667,78,78,78,78,1872,1872
Pilosella officinarum,14/07/2011,10:30,troopers hill,dwarf shrub heath,single capitulum,2011,4,0,1,0,0,72,0,6,0.041666667,72,72,72,72,1728,1728
Pilosella officinarum,14/07/2011,10:30,troopers hill,dwarf shrub heath,single capitulum,2011,5,4,3,15,12,28,6,30,0.208333333,28,46,84,1012,403.2,4857.6
Pisum sativum,28/06/2012,10:45,pill allotments1,allotments,single flower,2012,1,9,2,49,0,1,0,31,0.215277778,1,1,2,60,9.290322581,278.7096774
Pisum sativum,28/06/2012,10:45,pill allotments1,allotments,single flower,2012,2,14,7,53,0,1,0,13,0.090277778,1,1,7,74,77.53846154,819.6923077
Pisum sativum,28/06/2012,10:45,pill allotments1,allotments,single flower,2012,3,5,5,51,0,1,0,16,0.111111111,1,1,5,61,45,549
Pisum sativum,28/06/2012,10:45,pill allotments1,allotments,single flower,2012,4,7,7,63,0,1,0,20,0.138888889,1,1,7,77,50.4,554.4
Pisum sativum,28/06/2012,10:45,pill allotments1,allotments,single flower,2012,5,7,3,43,0,1,0,15,0.104166667,1,1,3,53,28.8,508.8
Pisum sativum,28/06/2012,10:30,pill allotments2,allotments,single flower,2012,1,36,10,11,0,1,0,12,0.083333333,1,1,10,57,120,684
Pisum sativum,28/06/2012,10:30,pill allotments2,allotments,single flower,2012,2,68,11,12,0,1,0,15,0.104166667,1,1,11,91,105.6,873.6
Pisum sativum,28/06/2012,10:30,pill allotments2,allotments,single flower,2012,3,33,7,7,0,1,0,13,0.090277778,1,1,7,47,77.53846154,520.6153846
Pisum sativum,28/06/2012,10:30,pill allotments2,allotments,single flower,2012,4,25,12,8,0,1,0,15,0.104166667,1,1,12,45,115.2,432
Pisum sativum,28/06/2012,10:30,pill allotments2,allotments,single flower,2012,5,66,14,19,0,1,0,18,0.125,1,1,14,99,112,792
Plantago coronopus,31/07/2012,14:50,weston super mare,coastal grassland,single spyke,2012,1,14,36,52,0,0,28,8,0.055555556,0,28,0,2856,0,51408
Plantago coronopus,31/07/2012,14:50,weston super mare,coastal grassland,single spyke,2012,2,9,30,56,0,0,41,5,0.034722222,0,41,0,3895,0,112176
Plantago coronopus,31/07/2012,14:50,weston super mare,coastal grassland,single spyke,2012,3,16,73,88,0,32,0,22,0.152777778,32,32,2336,5664,15290.18182,37073.45455
Plantago coronopus,31/07/2012,14:50,weston super mare,coastal grassland,single spyke,2012,4,3,11,61,0,0,41,4,0.027777778,0,41,0,3075,0,110700
Plantago coronopus,31/07/2012,14:50,weston super mare,coastal grassland,single spyke,2012,5,5,52,96,0,0,29,8,0.055555556,0,29,0,4437,0,79866
Plantago lanceolata,20/06/2011,10:30,ashton court,grassland nature reserve,single spyke,2011,1,0,10,18,0,82,0,12,0.083333333,82,82,820,2296,9840,27552
Plantago lanceolata,20/06/2011,10:30,ashton court,grassland nature reserve,single spyke,2011,2,0,4,13,0,32,16,7,0.048611111,32,48,128,816,2633.142857,16786.28571
Plantago lanceolata,20/06/2011,10:30,ashton court,grassland nature reserve,single spyke,2011,3,0,10,20,0,30,22,13,0.090277778,30,52,300,1560,3323.076923,17280
Plantago lanceolata,20/06/2011,10:30,ashton court,grassland nature reserve,single spyke,2011,4,1,4,48,0,34,4,13,0.090277778,34,38,136,2014,1506.461538,22308.92308
Plantago lanceolata,20/06/2011,10:30,ashton court,grassland nature reserve,single spyke,2011,5,6,5,6,0,18,20,4,0.027777778,18,38,90,646,3240,23256
Plantago lanceolata,08/06/2011,10:30,brandon hill,grassland nature reserve,single spyke,2011,1,0,6,11,0,76,56,13,0.090277778,76,132,456,2244,5051.076923,24856.61538
Plantago lanceolata,08/06/2011,10:30,brandon hill,grassland nature reserve,single spyke,2011,2,0,5,26,0,48,26,18,0.125,48,74,240,2294,1920,18352
Plantago lanceolata,08/06/2011,10:30,brandon hill,grassland nature reserve,single spyke,2011,3,3,4,17,0,70,62,17,0.118055556,70,132,280,3168,2371.764706,26834.82353
Plantago lanceolata,08/06/2011,10:30,brandon hill,grassland nature reserve,single spyke,2011,4,0,2,26,0,60,22,13,0.090277778,60,82,120,2296,1329.230769,25432.61538
Plantago lanceolata,08/06/2011,10:30,brandon hill,grassland nature reserve,single spyke,2011,5,2,2,22,0,90,26,8,0.055555556,90,116,180,3016,3240,54288
Plantago major,12/07/2011,14:00,ashton court,woodland carpark,single spyke,2011,1,4,12,0,12,86,160,9,0.0625,86,258,1032,4128,16512,66048
Plantago major,12/07/2011,14:00,ashton court,woodland carpark,single spyke,2011,2,3,7,0,16,144,28,24,0.166666667,144,188,1008,1880,6048,11280
Plantago major,12/07/2011,14:00,ashton court,woodland carpark,single spyke,2011,3,8,2,0,12,122,90,24,0.166666667,122,224,244,2240,1464,13440
Plantago major,12/07/2011,14:00,ashton court,woodland carpark,single spyke,2011,4,4,4,10,38,214,140,13,0.090277778,214,392,856,7056,9481.846154,78158.76923
Plantago major,12/07/2011,14:00,ashton court,woodland carpark,single spyke,2011,5,3,6,0,26,166,98,23,0.159722222,166,290,996,2610,6235.826087,16340.86957
Plantago major,08/08/2011,13:00,troopers hill,grassland park,single spyke,2011,1,121,20,20,0,106,62,28,0.194444444,106,168,2120,27048,10902.85714,139104
Plantago major,08/08/2011,13:00,troopers hill,grassland park,single spyke,2011,2,84,11,30,0,62,80,15,0.104166667,62,142,682,17750,6547.2,170400
Plantago major,08/08/2011,13:00,troopers hill,grassland park,single spyke,2011,3,20,1,12,0,0,130,5,0.034722222,0,130,0,4290,0,123552
Plantago major,08/08/2011,13:00,troopers hill,grassland park,single spyke,2011,4,12,2,22,0,56,14,9,0.0625,56,70,112,2520,1792,40320
Plantago major,08/08/2011,13:00,troopers hill,grassland park,single spyke,2011,5,27,3,32,0,0,160,9,0.0625,0,160,0,9920,0,158720
Polygonum aviculare agg.,16/08/2011,NA,river frome,wetland,single flower,2011,1,226,27,0,0,1,0,2,0.013888889,1,1,27,253,1944,18216
Polygonum aviculare agg.,16/08/2011,NA,river frome,wetland,single flower,2011,2,186,26,0,0,1,0,4,0.027777778,1,1,26,212,936,7632
Polygonum aviculare agg.,16/08/2011,NA,river frome,wetland,single flower,2011,3,570,19,0,0,1,0,7,0.048611111,1,1,19,589,390.8571429,12116.57143
Polygonum aviculare agg.,16/08/2011,NA,river frome,wetland,single flower,2011,4,223,8,0,0,1,0,2,0.013888889,1,1,8,231,576,16632
Polygonum aviculare agg.,16/08/2011,NA,river frome,wetland,single flower,2011,5,133,6,0,0,1,0,2,0.013888889,1,1,6,139,432,10008
Potentilla anserina,16/08/2012,13:15,southlakes,grassland,single flower,2012,1,1,1,0,0,1,0,4,0.027777778,1,1,1,2,36,72
Potentilla anserina,16/08/2012,13:15,southlakes,grassland,single flower,2012,2,0,1,0,0,1,0,15,0.104166667,1,1,1,1,9.6,9.6
Potentilla anserina,16/08/2012,13:15,southlakes,grassland,single flower,2012,3,0,1,0,0,1,0,8,0.055555556,1,1,1,1,18,18
Potentilla anserina,16/08/2012,13:15,southlakes,grassland,single flower,2012,4,0,1,0,0,1,0,12,0.083333333,1,1,1,1,12,12
Potentilla anserina,16/08/2012,13:15,southlakes,grassland,single flower,2012,5,0,1,0,0,1,0,9,0.0625,1,1,1,1,16,16
Potentilla anserina,10/07/2012,12:00,westay nature reserve,wetland-grassland,single flower,2012,1,0,1,1,0,1,0,18,0.125,1,1,1,2,8,16
Potentilla anserina,10/07/2012,12:00,westay nature reserve,wetland-grassland,single flower,2012,2,0,1,0,0,1,0,8,0.055555556,1,1,1,1,18,18
Potentilla anserina,10/07/2012,12:00,westay nature reserve,wetland-grassland,single flower,2012,3,0,1,0,0,1,0,23,0.159722222,1,1,1,1,6.260869565,6.260869565
Potentilla anserina,10/07/2012,12:00,westay nature reserve,wetland-grassland,single flower,2012,4,0,1,0,0,1,0,19,0.131944444,1,1,1,1,7.578947368,7.578947368
Potentilla anserina,10/07/2012,12:00,westay nature reserve,wetland-grassland,single flower,2012,5,0,1,0,0,1,0,12,0.083333333,1,1,1,1,12,12
Potentilla erecta,21/09/2011,NA,dolebury warren,dwarf shrub heath,single flower,2011,1,5,6,14,0,1,0,1,0.006944444,1,1,6,25,864,3600
Potentilla erecta,21/09/2011,NA,dolebury warren,dwarf shrub heath,single flower,2011,2,8,5,46,0,1,0,1,0.006944444,1,1,5,59,720,8496
Potentilla erecta,21/09/2011,NA,dolebury warren,dwarf shrub heath,single flower,2011,3,0,3,12,0,1,0,1,0.006944444,1,1,3,15,432,2160
Potentilla erecta,21/09/2011,NA,dolebury warren,dwarf shrub heath,single flower,2011,4,3,3,27,0,1,0,1,0.006944444,1,1,3,33,432,4752
Potentilla erecta,21/09/2011,NA,dolebury warren,dwarf shrub heath,single flower,2011,5,3,5,26,0,1,0,1,0.006944444,1,1,5,34,720,4896
Potentilla erecta,09/08/2012,12:15,brecon beacons,heathland,single flower,2012,1,44,11,34,0,1,0,5,0.034722222,1,1,11,89,316.8,2563.2
Potentilla erecta,09/08/2012,12:15,brecon beacons,heathland,single flower,2012,2,44,17,67,0,1,0,6,0.041666667,1,1,17,128,408,3072
Potentilla erecta,09/08/2012,12:15,brecon beacons,heathland,single flower,2012,3,34,4,19,0,1,0,3,0.020833333,1,1,4,57,192,2736
Potentilla erecta,09/08/2012,12:15,brecon beacons,heathland,single flower,2012,4,42,11,36,0,1,0,5,0.034722222,1,1,11,89,316.8,2563.2
Potentilla erecta,09/08/2012,12:15,brecon beacons,heathland,single flower,2012,5,16,4,17,0,1,0,2,0.013888889,1,1,4,37,288,2664
Potentilla reptans,18/06/2012,13:20,sand point,coastline-grassland,single flower,2012,1,8,6,4,0,1,0,3,0.020833333,1,1,6,18,288,864
Potentilla reptans,18/06/2012,13:20,sand point,coastline-grassland,single flower,2012,2,2,2,5,0,1,0,1,0.006944444,1,1,2,9,288,1296
Primula vulgaris,11/04/2012,10:00,brandon hill,grassland,single flower,2012,1,4,16,4,0,1,0,9,0.0625,1,1,16,24,256,384
Primula vulgaris,11/04/2012,10:00,brandon hill,grassland,single flower,2012,2,2,8,3,0,1,0,8,0.055555556,1,1,8,13,144,234
Primula vulgaris,11/04/2012,10:00,brandon hill,grassland,single flower,2012,3,2,11,2,0,1,0,7,0.048611111,1,1,11,15,226.2857143,308.5714286
Primula vulgaris,11/04/2012,10:00,brandon hill,grassland,single flower,2012,4,4,40,4,0,1,0,9,0.0625,1,1,40,48,640,768
Primula vulgaris,11/04/2012,10:00,brandon hill,grassland,single flower,2012,5,2,14,4,0,1,0,7,0.048611111,1,1,14,20,288,411.4285714
Primula vulgaris,17/04/2012,NA,leigh woods,woodland,single flower,2012,1,6,17,9,0,1,0,17,0.118055556,1,1,17,32,144,271.0588235
Primula vulgaris,17/04/2012,NA,leigh woods,woodland,single flower,2012,2,11,34,24,0,1,0,25,0.173611111,1,1,34,69,195.84,397.44
Primula vulgaris,17/04/2012,NA,leigh woods,woodland,single flower,2012,3,5,13,12,0,1,0,14,0.097222222,1,1,13,30,133.7142857,308.5714286
Primula vulgaris,17/04/2012,NA,leigh woods,woodland,single flower,2012,4,4,13,6,0,1,0,9,0.0625,1,1,13,23,208,368
Primula vulgaris,17/04/2012,NA,leigh woods,woodland,single flower,2012,5,1,26,28,0,1,0,16,0.111111111,1,1,26,55,234,495
Prunella vulgaris,22/06/2011,14:00,ashton court,grassland nature reserve,single flower,2011,1,2,6,49,0,1,0,2,0.013888889,1,1,6,57,432,4104
Prunella vulgaris,22/06/2011,14:00,ashton court,grassland nature reserve,single flower,2011,2,15,12,70,0,1,0,1,0.006944444,1,1,12,97,1728,13968
Prunella vulgaris,22/06/2011,14:00,ashton court,grassland nature reserve,single flower,2011,3,0,18,115,0,1,0,1,0.006944444,1,1,18,133,2592,19152
Prunella vulgaris,22/06/2011,14:00,ashton court,grassland nature reserve,single flower,2011,4,0,35,135,0,1,0,1,0.006944444,1,1,35,170,5040,24480
Prunella vulgaris,22/06/2011,14:00,ashton court,grassland nature reserve,single flower,2011,5,2,16,33,0,1,0,1,0.006944444,1,1,16,51,2304,7344
Prunella vulgaris,21/07/2011,15:00,brandon hill,grassland park,single flower,2011,1,9,32,1170,0,1,0,5,0.034722222,1,1,32,1211,921.6,34876.8
Prunella vulgaris,21/07/2011,15:00,brandon hill,grassland park,single flower,2011,2,15,14,216,0,1,0,4,0.027777778,1,1,14,245,504,8820
Prunella vulgaris,21/07/2011,15:00,brandon hill,grassland park,single flower,2011,3,9,6,144,0,1,0,2,0.013888889,1,1,6,159,432,11448
Prunella vulgaris,21/07/2011,15:00,brandon hill,grassland park,single flower,2011,4,14,14,361,0,1,0,2,0.013888889,1,1,14,389,1008,28008
Prunella vulgaris,21/07/2011,15:00,brandon hill,grassland park,single flower,2011,5,9,27,459,0,1,0,7,0.048611111,1,1,27,495,555.4285714,10182.85714
Prunus spinosa,29/03/2012,10:00,ashton court,grassland,single flower,2012,1,162,324,66,0,1,0,32,0.222222222,1,1,324,552,1458,2484
Prunus spinosa,29/03/2012,10:00,ashton court,grassland,single flower,2012,2,135,288,60,0,1,0,24,0.166666667,1,1,288,483,1728,2898
Prunus spinosa,29/03/2012,10:00,ashton court,grassland,single flower,2012,3,99,252,60,0,1,0,16,0.111111111,1,1,252,411,2268,3699
Prunus spinosa,29/03/2012,10:00,ashton court,grassland,single flower,2012,4,108,270,48,0,1,0,26,0.180555556,1,1,270,426,1495.384615,2359.384615
Prunus spinosa,29/03/2012,10:00,ashton court,grassland,single flower,2012,5,126,270,36,0,1,0,28,0.194444444,1,1,270,432,1388.571429,2221.714286
Prunus spinosa,29/03/2012,10:00,north road-leigh woods,woodland-hedgerow,single flower,2012,1,108,216,15,0,1,0,26,0.180555556,1,1,216,339,1196.307692,1877.538462
Prunus spinosa,29/03/2012,10:00,north road-leigh woods,woodland-hedgerow,single flower,2012,2,135,450,60,0,1,0,30,0.208333333,1,1,450,645,2160,3096
Prunus spinosa,29/03/2012,10:00,north road-leigh woods,woodland-hedgerow,single flower,2012,3,99,72,33,0,1,0,21,0.145833333,1,1,72,204,493.7142857,1398.857143
Prunus spinosa,29/03/2012,10:00,north road-leigh woods,woodland-hedgerow,single flower,2012,4,126,108,12,0,1,0,32,0.222222222,1,1,108,246,486,1107
Prunus spinosa,29/03/2012,10:00,north road-leigh woods,woodland-hedgerow,single flower,2012,5,81,126,18,0,1,0,30,0.208333333,1,1,126,225,604.8,1080
Pulicaria dysenterica,06/09/2011,14:00,ashton court,grassland nature reserve,single capitulum,2011,1,2,10,20,82,40,194,11,0.076388889,40,316,400,10112,5236.363636,132375.2727
Pulicaria dysenterica,06/09/2011,14:00,ashton court,grassland nature reserve,single capitulum,2011,2,1,2,6,0,30,278,5,0.034722222,30,308,60,2772,1728,79833.6
Pulicaria dysenterica,06/09/2011,14:00,ashton court,grassland nature reserve,single capitulum,2011,3,0,5,12,110,82,174,6,0.041666667,82,366,410,6222,9840,149328
Pulicaria dysenterica,06/09/2011,14:00,ashton court,grassland nature reserve,single capitulum,2011,4,1,7,15,150,50,190,8,0.055555556,50,390,350,8970,6300,161460
Pulicaria dysenterica,06/09/2011,14:00,ashton court,grassland nature reserve,single capitulum,2011,5,0,7,16,22,52,330,4,0.027777778,52,404,364,9292,13104,334512
Pulicaria dysenterica,17/08/2012,10:30,clapton nature reserve,moorland,single capitulum,2012,1,14,17,1,118,430,0,9,0.0625,430,548,7310,17536,116960,280576
Pulicaria dysenterica,17/08/2012,10:30,clapton nature reserve,moorland,single capitulum,2012,2,13,15,5,50,340,0,5,0.034722222,340,390,5100,12870,146880,370656
Pulicaria dysenterica,17/08/2012,10:30,clapton nature reserve,moorland,single capitulum,2012,3,6,3,3,240,86,0,5,0.034722222,86,326,258,3912,7430.4,112665.6
Pulicaria dysenterica,17/08/2012,10:30,clapton nature reserve,moorland,single capitulum,2012,4,10,8,3,188,170,0,4,0.027777778,170,358,1360,7518,48960,270648
Pulicaria dysenterica,17/08/2012,10:30,clapton nature reserve,moorland,single capitulum,2012,5,9,6,3,310,190,0,6,0.041666667,190,500,1140,9000,27360,216000
Ranunculus bulbosus,09/05/2012,14:35,brandon hill,grassland-park,single flower,2012,1,21,13,16,0,1,0,8,0.055555556,1,1,13,50,234,900
Ranunculus bulbosus,09/05/2012,14:35,brandon hill,grassland-park,single flower,2012,2,0,9,8,0,1,0,6,0.041666667,1,1,9,17,216,408
Ranunculus bulbosus,09/05/2012,14:35,brandon hill,grassland-park,single flower,2012,3,9,10,7,0,1,0,7,0.048611111,1,1,10,26,205.7142857,534.8571429
Ranunculus bulbosus,09/05/2012,14:35,brandon hill,grassland-park,single flower,2012,4,28,16,8,0,1,0,18,0.125,1,1,16,52,128,416
Ranunculus bulbosus,09/05/2012,14:35,brandon hill,grassland-park,single flower,2012,5,17,15,2,0,1,0,12,0.083333333,1,1,15,34,180,408
Ranunculus bulbosus,10/05/2012,10:30,north road-leigh woods,grassland,single flower,2012,1,42,32,7,0,1,0,22,0.152777778,1,1,32,81,209.4545455,530.1818182
Ranunculus bulbosus,10/05/2012,10:30,north road-leigh woods,grassland,single flower,2012,2,29,14,3,0,1,0,16,0.111111111,1,1,14,46,126,414
Ranunculus bulbosus,10/05/2012,10:30,north road-leigh woods,grassland,single flower,2012,3,44,14,2,0,1,0,20,0.138888889,1,1,14,60,100.8,432
Ranunculus bulbosus,10/05/2012,10:30,north road-leigh woods,grassland,single flower,2012,4,21,9,2,0,1,0,12,0.083333333,1,1,9,32,108,384
Ranunculus bulbosus,10/05/2012,10:30,north road-leigh woods,grassland,single flower,2012,5,28,29,7,0,1,0,15,0.104166667,1,1,29,64,278.4,614.4
Ranunculus acris,20/06/2011,10:30,ashton court,grassland nature reserve,single flower,2011,1,0,2,0,0,1,0,3,0.020833333,1,1,2,2,96,96
Ranunculus acris,20/06/2011,10:30,ashton court,grassland nature reserve,single flower,2011,2,0,3,1,0,1,0,1,0.006944444,1,1,3,4,432,576
Ranunculus acris,20/06/2011,10:30,ashton court,grassland nature reserve,single flower,2011,3,0,6,2,0,1,0,2,0.013888889,1,1,6,8,432,576
Ranunculus acris,20/06/2011,10:30,ashton court,grassland nature reserve,single flower,2011,4,0,15,3,0,1,0,4,0.027777778,1,1,15,18,540,648
Ranunculus acris,20/06/2011,10:30,ashton court,grassland nature reserve,single flower,2011,5,0,9,1,0,1,0,2,0.013888889,1,1,9,10,648,720
Ranunculus acris,24/05/2011,17:00,brandon hill,grassland nature reserve,single flower,2011,1,20,30,9,0,1,0,15,0.104166667,1,1,30,59,288,566.4
Ranunculus acris,24/05/2011,17:00,brandon hill,grassland nature reserve,single flower,2011,2,14,29,9,0,1,0,11,0.076388889,1,1,29,52,379.6363636,680.7272727
